7.059523809523808868e-01,7.339285714285714857e-01,7.574074074074075291e-01
7.246031746031745824e-01,7.503968253968255064e-01,6.879629629629629983e-01
7.202380952380952328e-01,7.242063492063491870e-01,7.226851851851852082e-01
7.619047619047619735e-01,7.210317460317459126e-01,6.803240740740740256e-01
7.327380952380954104e-01,6.813492063492063711e-01,7.416666666666665853e-01
7.432539682539681669e-01,6.841269841269841390e-01,7.592592592592591894e-01
7.281746031746030301e-01,6.769841269841270215e-01,7.347222222222221655e-01
7.527777777777776569e-01,7.154761904761903768e-01,7.125000000000000222e-01
7.543650793650794606e-01,6.940476190476190244e-01,6.939814814814814214e-01
6.869047619047617959e-01,7.452380952380951440e-01,7.291666666666665186e-01
7.384920634920634219e-01,7.013888888888889506e-01,7.148148148148147918e-01
7.174603174603175759e-01,6.996031746031745602e-01,7.129629629629629095e-01
6.694444444444442865e-01,7.757936507936505910e-01,7.219907407407406552e-01
7.037698412698413231e-01,7.253968253968254842e-01,7.393518518518518157e-01
7.333333333333332815e-01,6.765873015873016261e-01,7.685185185185184897e-01
7.214285714285714191e-01,7.027777777777777235e-01,7.523148148148147696e-01
7.623015873015874799e-01,7.095238095238095566e-01,7.222222222222222099e-01
6.904761904761905766e-01,7.325396825396824907e-01,7.606481481481481843e-01
7.253968253968254842e-01,7.162698412698412787e-01,7.055555555555553804e-01
7.480158730158731339e-01,7.099206349206347300e-01,7.384259259259260411e-01
6.904761904761904656e-01,6.662698412698411232e-01,7.601851851851851860e-01
6.984126984126983739e-01,7.345238095238096898e-01,7.592592592592594114e-01
7.182539682539682557e-01,7.390873015873015150e-01,7.032407407407407218e-01
7.190476190476190466e-01,7.134920634920635107e-01,7.488425925925925597e-01
7.190476190476189355e-01,7.027777777777778345e-01,7.256944444444445308e-01
7.134920634920635107e-01,6.809523809523808646e-01,7.351851851851850528e-01
7.103174603174603474e-01,7.119047619047619291e-01,7.185185185185184453e-01
7.091269841269840501e-01,7.384920634920634219e-01,7.402777777777777013e-01
7.321428571428570953e-01,7.253968253968254842e-01,6.893518518518518823e-01
7.047619047619048116e-01,6.829365079365079527e-01,7.370370370370370461e-01
7.176587301587300516e-01,7.051587301587300960e-01,7.800925925925925597e-01
6.944444444444445308e-01,7.418650793650793940e-01,6.791666666666666963e-01
7.500000000000000000e-01,7.111111111111110272e-01,6.944444444444445308e-01
7.214285714285714191e-01,7.051587301587300960e-01,7.638888888888888395e-01
7.107142857142856318e-01,7.291666666666666297e-01,7.013888888888888395e-01
7.249999999999999778e-01,7.202380952380952328e-01,6.805555555555554692e-01
7.434523809523808646e-01,6.595238095238095122e-01,7.245370370370370905e-01
7.400793650793648926e-01,6.912698412698412564e-01,7.025462962962962798e-01
7.599206349206351074e-01,6.779761904761905100e-01,7.365740740740739367e-01
7.452380952380953660e-01,7.519841269841268661e-01,7.050925925925924931e-01
6.958333333333335258e-01,7.079365079365079749e-01,7.337962962962962798e-01
7.321428571428570953e-01,7.041666666666667185e-01,7.324074074074075069e-01
6.833333333333334592e-01,7.440476190476191798e-01,6.907407407407406552e-01
7.563492063492063266e-01,7.128968253968254176e-01,6.745370370370369351e-01
7.662698412698413231e-01,6.702380952380950774e-01,7.557870370370368684e-01
7.146825396825396970e-01,7.246031746031744714e-01,7.094907407407405886e-01
6.809523809523809756e-01,7.011904761904761418e-01,7.372685185185184897e-01
7.055555555555556024e-01,7.142857142857143016e-01,7.069444444444444864e-01
6.821428571428571619e-01,7.261904761904761640e-01,7.106481481481480289e-01
7.476190476190475165e-01,6.884920634920633775e-01,7.731481481481482509e-01
7.857142857142858094e-01,6.678571428571427049e-01,7.268518518518519711e-01
7.317460317460316999e-01,7.210317460317462457e-01,7.532407407407407662e-01
6.749999999999999334e-01,7.408730158730157944e-01,7.377314814814813770e-01
7.545634920634921583e-01,7.257936507936507686e-01,7.064814814814814881e-01
6.960317460317460014e-01,7.196428571428572507e-01,7.129629629629627985e-01
7.529761904761903546e-01,7.333333333333333925e-01,6.884259259259258856e-01
6.726190476190475609e-01,7.194444444444443310e-01,7.546296296296296502e-01
7.507936507936509019e-01,7.257936507936507686e-01,6.958333333333333037e-01
6.932539682539681225e-01,7.341269841269841834e-01,7.476851851851852304e-01
7.249999999999998668e-01,7.571428571428570065e-01,7.083333333333333703e-01
7.210317460317460236e-01,6.734126984126983517e-01,7.449074074074073515e-01
